u	r	minc	pbase
0.0	0.0	0.48500767329752265	0.0
0.2	0.0	0.48500767329752265	0.0
0.4	0.0	0.48500767329752265	0.0
0.6	0.0	0.48500767329752265	0.0
0.8	0.0	0.48500767329752265	0.0
1.0	0.0	0.48500767329752265	0.0
1.2	0.0	0.48500767329752265	0.0
1.4	0.0	0.48500767329752265	0.0
1.6	0.0	0.48500767329752265	0.0
1.8	0.0	0.48500767329752265	0.0
2.0	0.0	0.48500767329752265	0.0
2.2	0.0	0.48500767329752265	0.0
2.4	0.0	0.48500767329752265	0.0
2.6	0.0	0.48500767329752265	0.0
2.8	0.0	0.48500767329752265	0.0
3.0	0.0	0.48500767329752265	0.0
3.2	0.02173913043478256	0.4838277513722596	0.015338985028419821
3.4	0.45833333333333337	0.44807214648284843	0.48601056289756217
3.6	0.5	0.4462904635782361	0.5224804419650064
3.8	0.5	0.44527334394865525	0.530193341342795
4.0	0.5869565217391302	0.4400027822346517	0.6195592844600224
4.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
4.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
4.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
4.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
5.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
5.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
5.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
5.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
5.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
6.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
6.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
6.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
6.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
6.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
7.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
7.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
7.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
7.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
7.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
8.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
8.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
8.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
8.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
8.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
9.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
9.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
9.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
9.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
9.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
10.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
10.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
10.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
10.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
10.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
11.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
11.2	0.9999999999999998	0.42505710451465284	0.9109999999999996
11.4	0.9999999999999998	0.42505710451465284	0.9109999999999996
11.6	0.9999999999999998	0.42505710451465284	0.9109999999999996
11.8	0.9999999999999998	0.42505710451465284	0.9109999999999996
12.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
12.5	0.9999999999999998	0.42505710451465284	0.9109999999999996
13.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
13.5	0.9999999999999998	0.42505710451465284	0.9109999999999996
14.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
14.5	0.9999999999999998	0.42505710451465284	0.9109999999999996
15.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
15.5	0.9999999999999998	0.42505710451465284	0.9109999999999996
16.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
17.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
18.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
19.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
20.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
21.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
22.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
23.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
24.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
25.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
26.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
27.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
28.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
29.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
30.0	0.9999999999999998	0.42505710451465284	0.9109999999999996
