u	r	minc	pbase
0.0	6.764450868492436e-24	0.48803672096726564	5.009224560581776e-24
0.2	2.247108997207138e-22	0.48803672096726564	1.6640336071541518e-22
0.4	7.46475795817909e-21	0.4880367209672657	5.527817354262792e-21
0.6	2.4797467075910008e-19	0.4880367209672657	1.8363069454084644e-19
0.8	8.23756613175973e-18	0.48803672096726575	6.1000987942462466e-18
1.0	2.7364679519760286e-16	0.48803672066125575	2.0264146791812232e-16
1.2	9.090377198859691e-15	0.4880367213097899	6.731624170792966e-15
1.4	3.0197661720077327e-13	0.4880367207412403	2.236203259135445e-13
1.6	1.0031490029966008e-11	0.48803672028306305	7.428538860531375e-12
1.8	3.3323973132413627e-10	0.48803672051617114	2.467713470663045e-10
2.0	1.1070022620700385e-8	0.4880367198303785	8.197595243518735e-9
2.2	3.6773290282425524e-7	0.488036694493559	2.7231454725528494e-7
2.4	1.2208265693606385e-5	0.4880359189415271	9.040766597729862e-6
2.6	0.00039820772771604766	0.4880103752011078	0.0002951681624047257
2.8	0.007886854614153562	0.48750197013948243	0.006031628398812682
3.0	0.04596081547509317	0.48526460191996285	0.04145112667937545
3.2	0.1381763561921301	0.4791811645453633	0.13727607542823844
3.4	0.27741231014082224	0.4703411558957049	0.286056256252693
3.6	0.4234556032514315	0.4613872679144572	0.4442037633697445
3.8	0.530837514590978	0.45419489840966176	0.5594226042270212
4.0	0.5957138908658294	0.4506141679479974	0.6228140985502988
4.2	0.7773832470242003	0.4406916851506973	0.7537616334697272
4.4	0.9394548679807642	0.4346577921509865	0.8682736420750049
4.6	0.9970527105750109	0.4321064242499558	0.9089202161925137
4.8	0.9999093322612891	0.4319777099218172	0.9109360195283777
5.0	0.999997268819503	0.43197374369733943	0.9109980727190343
5.2	0.9999999177818875	0.43197362280654505	0.9109999419820825
5.4	0.9999999975249938	0.4319736192480266	0.910999998253491
5.6	0.999999999925496	0.4319736180721629	0.910999999947425
5.8	0.9999999999977568	0.43197361765264203	0.9109999999984169
6.0	0.9999999999999329	0.4319736163059681	0.910999999999952
6.2	0.999999999999998	0.4319736167016814	0.9109999999999978
6.4	0.9999999999999997	0.431973617063709	0.9109999999999996
6.6	0.9999999999999999	0.4319736156759934	0.9109999999999997
6.8	1.0000000000000002	0.43197361659046846	0.9109999999999997
7.0	0.9999999999999999	0.43197361630297715	0.9109999999999998
7.2	0.9999999999999998	0.4319736164375883	0.9109999999999999
7.4	1.0000000000000002	0.43197361668937495	0.911
7.6	1.0000000000000004	0.43197361537858514	0.9109999999999999
7.8	1.0000000000000002	0.43197361692105873	0.9109999999999997
8.0	1.0000000000000002	0.4319736162880069	0.9109999999999999
8.2	1.0000000000000004	0.43197361674821283	0.9110000000000001
8.4	1.0000000000000007	0.43197361666692313	0.9110000000000001
8.6	1.0000000000000002	0.4319736166326637	0.9109999999999994
8.8	1.0	0.4319736174081925	0.9109999999999995
9.0	0.9999999999999996	0.431973616424781	0.9109999999999998
9.2	1.0000000000000004	0.431973616506045	0.9110000000000001
9.4	0.9999999999999998	0.4319736171090558	0.9109999999999994
9.6	1.0000000000000002	0.4319736151059785	0.9109999999999998
9.8	0.9999999999999996	0.43197361639801296	0.9109999999999993
10.0	0.9999999999999993	0.4319736168236133	0.9109999999999997
10.2	0.9999999999999996	0.43197361697498127	0.9110000000000003
10.4	0.9999999999999997	0.4319736164477471	0.9109999999999997
10.6	0.9999999999999996	0.43197361479213703	0.9109999999999996
10.8	1.0	0.431973615308076	0.9109999999999998
11.0	1.0000000000000002	0.43197361631582376	0.911
11.2	0.9999999999999999	0.43197361653683297	0.9109999999999993
11.4	1.0000000000000007	0.4319736163878727	0.9109999999999996
11.6	0.9999999999999994	0.4319736157469952	0.9109999999999995
11.8	1.0	0.43197361590705113	0.911
12.0	0.9999999999999999	0.43197361596438594	0.9110000000000001
12.5	1.0000000000000004	0.4319736170958068	0.911
13.0	0.9999999999999996	0.43197361700398373	0.9109999999999999
13.5	0.9999999999999999	0.43197361575505544	0.9109999999999995
14.0	0.9999999999999998	0.4319736155505483	0.9109999999999997
14.5	1.0000000000000002	0.4319736167783874	0.9109999999999996
15.0	1.0000000000000002	0.43197361656695177	0.9109999999999994
15.5	0.9999999999999997	0.43197361589018507	0.9109999999999991
16.0	0.9999999999999999	0.4319736157556299	0.9109999999999995
17.0	0.9999999999999996	0.4319736166783539	0.9109999999999999
18.0	1.0	0.43197361699080405	0.9110000000000001
19.0	1.0000000000000002	0.43197361591283967	0.911
20.0	1.0000000000000004	0.4319736168351987	0.911
21.0	1.0	0.4319736151572822	0.9109999999999997
22.0	1.0	0.43197361589640093	0.9109999999999999
23.0	1.0	0.43197361469831524	0.9109999999999998
24.0	0.9999999999999998	0.43197361540420837	0.9109999999999997
25.0	0.9999999999999999	0.4319736150389229	0.9110000000000003
26.0	1.0000000000000007	0.431973615399622	0.9109999999999998
27.0	1.0000000000000002	0.43197361354694613	0.9109999999999998
28.0	0.9999999999999998	0.43197361440015297	0.9109999999999995
29.0	0.9999999999999994	0.43197361457917854	0.9110000000000008
30.0	0.9999999999999998	0.4319736137895168	0.9109999999999997
