sigma	kappa	rootloss	rate	lo	hi	sigbar	ratio	nstable
0.46	12.6	0.28760055836100185	0.1625157191639073	0.14129798870993737	0.18373330303799706	0.722398034634718	0.6367680668353423	2.0
0.47	12.5	0.29195327152538714	0.1598869148057518	0.14035542571924361	0.17941770182591743	0.7207015611266344	0.6521423365106549	2.0
0.48	12.4	0.29490700257484526	0.15817493433841967	0.13994547876474797	0.1763978389643838	0.7195609473070754	0.667073444989446	2.0
0.49	12.35	0.27855783637799936	0.16934314740009052	0.14782379955766617	0.19085816186736604	0.7272851604820072	0.6737384819941235	2.0
0.5	12.3	0.25441497222042053	0.18591436186857502	0.15965934465392448	0.2121648804706106	0.735283995176308	0.6800093613898245	2.0
0.51	12.2	0.27304562543403565	0.17358635104575718	0.1520341001757448	0.19513416070354256	0.729998914172905	0.6986311761543295	2.0
0.52	12.15	0.26057998158606316	0.1823127966170613	0.15867713666786204	0.2059466012606818	0.7342822303777459	0.7081745662461285	2.0
0.53	12.1	0.24914054081686973	0.190419137548036	0.16504345886214922	0.21579198306544883	0.7374007256074951	0.718740817027768	2.0
0.54	12.05	0.24014771045830052	0.19691126537607045	0.17038628109279094	0.22343305933978885	0.7393858860104078	0.7303358235761601	2.0
0.55	11.85	0.1508041261792011	0.45218380292648	0.3826694702302213	0.5216986481149041	0.6203040073677528	0.886662013250428	2.0
0.56	11.9	0.17078400831212465	0.466774070467435	0.39755242851603195	0.5359968507224372	0.6086578770258885	0.9200570979814678	2.0
0.57	11.95	0.17598758317604135	0.4702893077105731	0.4021675116070751	0.5384119779410841	0.606080558254919	0.9404690387053407	2.0
0.58	11.95	0.12135592031242429	0.427656423107632	0.36416805951931164	0.49114503105443463	0.6409517832593312	0.9049042613636509	1.0
0.59	11.95	0.07499830014968993	0.3816470922720781	0.32420105982026365	0.4390936831655854	0.675337036711193	0.8736378547713394	1.0
0.6	11.95	0.06740573544079868	0.3504735385158236	0.2981343595687544	0.4028129615336923	0.6962353111627974	0.8617776064789464	1.0
0.61	11.95	0.07379047442452105	0.3371393931447075	0.28770761440892045	0.3865715368987702	0.7045562016815213	0.8657932448031118	1.0
0.62	12.0	0.07187654937049916	0.3683638437083019	0.31575484932651493	0.4209734924688291	0.685244429159012	0.9047866332323412	1.0
0.63	12.0	0.07113759343864842	0.3562326474625424	0.30614706086062415	0.40631859941627557	0.6934007960313064	0.9085654409481757	1.0
0.64	12.0	0.07364054958110129	0.34746997644008	0.299480232334016	0.3954597657616101	0.6991110079263066	0.9154483232904015	1.0
0.65	12.05	0.07417002067661155	0.361746236958589	0.3128604042381301	0.41063298911286433	0.6903264798379718	0.9415834666411219	1.0
0.66	12.05	0.07515591955755567	0.35377835924138573	0.306787442452517	0.4007699418622743	0.6956381126286545	0.9487691775627612	1.0
0.67	12.1	0.07689307299238027	0.36324376904965894	0.3159781253640221	0.41051036024903614	0.6897814676881178	0.9713221235786204	1.0
0.68	12.1	0.07748836555218555	0.35610879012493507	0.3105599149126088	0.40165805649617803	0.6945722858263187	0.9790197706938706	1.0
0.69	12.15	0.0791874307215773	0.36295379805555794	0.3174290258493282	0.4084792141536888	0.6903628316800837	0.999474433350937	1.0
0.7	12.15	0.07979380666647048	0.3565060861022917	0.31255269139911074	0.4004599921169396	0.6946916100388012	1.0076413618424185	1.0
0.71	12.2	0.08123270775963233	0.36170319488758773	0.3179388090449775	0.4054683142525245	0.6915333597076927	1.0267039037713424	1.0
0.72	12.2	0.08199371331033407	0.3558146079360657	0.31350077018114836	0.39812880174106025	0.6954692541954031	1.035272221822339	1.0
0.73	12.25	0.08316768063263731	0.35988094494693407	0.31785339730339573	0.40190863303876795	0.6930360583438538	1.0533362459443723	1.0
0.74	12.25	0.08412850944260963	0.3544474561934078	0.31376904599824385	0.3951263736070859	0.696641747139255	1.06223895286034	1.0
0.75	12.3	0.08508081569597954	0.35768850107378775	0.3173564963643766	0.3980207003028228	0.6947376075224142	1.0795442651718015	1.0
0.76	12.35	0.08620782697717193	0.3603517443966742	0.32042472375963826	0.40027930294631164	0.693173968428611	1.0964058585796004	1.0
0.77	12.35	0.0870263434041223	0.3552482269852274	0.31656101829592403	0.3939356147835198	0.6965565624066227	1.105437866150637	1.0
0.78	12.4	0.08793810928274	0.3574069553908564	0.31914591865412145	0.3956681217175336	0.6953197798286541	1.121786007859885	1.0
0.79	12.45	0.08891270725885261	0.35917444730594184	0.3213724629658975	0.39697697630010137	0.6943171237821233	1.137808607825582	1.0
0.8	12.45	0.08979246358080387	0.3543875762051683	0.31772903846803263	0.39104693507453797	0.6974668646637308	1.1470078946126043	1.0
0.81	12.5	0.0906059756627661	0.35581964015573403	0.3196232449722122	0.39201684222689237	0.6966800255679414	1.162657131356219	1.0
0.82	12.55	0.09144435530974722	0.35697226782520336	0.32125638047081945	0.39268858438135457	0.6960607442916412	1.1780581030100867	1.0
0.83	12.6	0.09228644620407525	0.3578786366778561	0.3226579633544944	0.3931000130566393	0.6955909223265617	1.1932300628994361	1.0
0.84	12.65	0.09311896770151225	0.3585667652793015	0.3238524741441981	0.393281800023486	0.695254287537896	1.2081910389574035	1.0
0.85	12.7	0.0939329357095292	0.35906175239468796	0.3248616336303694	0.39326260297473203	0.6950360370879954	1.222958169998292	1.0
0.86	12.7	0.09469301860899475	0.35461389735397636	0.3214130225734303	0.387815211022227	0.6979415934167332	1.2321947969742268	1.0
0.87	12.75	0.09543457894130249	0.35496670196758723	0.32226613440956686	0.38766730653018344	0.6978098358604834	1.2467580066812693	1.0
0.88	12.8	0.09616683532911147	0.3551667125339318	0.32297048543583784	0.3873632019298989	0.697770545751297	1.2611595679386187	1.0
0.89	12.85	0.09688819231150902	0.3552312729583026	0.3235417443753492	0.38692121082627895	0.6978129923388655	1.2754133410686146	1.0
0.9	12.9	0.09759832291292452	0.3551731480762744	0.3239915650512579	0.38635503997423715	0.6979292972031145	1.2895289015759401	1.0
0.91	12.95	0.09829702006322376	0.35500315557336953	0.3243293474917445	0.3856769694840075	0.6981126529297749	1.3035145490931812	1.0
0.92	13.05	0.09898479564334554	0.3585545837642258	0.328023077581978	0.38908703641102727	0.6959456675757558	1.3219422763341726	1.0
0.93	13.1	0.09963285480916796	0.3580627645979342	0.3280512893726857	0.3880750293929337	0.6963298392008614	1.3355739588401219	1.0
0.94	13.15	0.10027045298352036	0.35749354779826675	0.3279983637947766	0.386988739205932	0.6967593978414258	1.3491027217029843	1.0
0.95	13.2	0.1009005063301872	0.3568512971064005	0.32786936159591223	0.38583400665201845	0.6972320468249597	1.3625306012913343	1.0
0.96	13.25	0.101526680140392	0.35614414850459875	0.3276715585819743	0.3846180776683921	0.6977418613682355	1.3758669977425317	1.0
0.97	13.3	0.10215129709278375	0.3553772114952722	0.3274088699647538	0.3833460102580648	0.6982848657223111	1.3891178910151873	1.0
0.98	13.4	0.10274863819658468	0.3577135783663089	0.3299573749989776	0.3854701554741875	0.6968732140854551	1.4062816308503228	1.0
0.99	13.45	0.10332371032467176	0.35674662342007724	0.3294956106605219	0.38399820456254696	0.697541627903801	1.4192701344220453	1.0
1.0	13.5	0.10390539129617615	0.3557373638549336	0.3289856182935157	0.3824899826455176	0.698231846336245	1.432189043291551	1.0
