u	r	minc	pbase
0.0	1.153408494067227e-31	0.45002223302650207	7.57184098204315e-32
0.2	3.8315521168867015e-30	0.45002223302650207	2.5153190298758036e-30
0.4	1.2728180605511638e-28	0.45002223302650207	8.35573519974808e-29
0.6	4.228223356599778e-27	0.45002223302650207	2.7757238703730353e-27
0.8	1.4045898080325164e-25	0.45002223302650207	9.220784072707562e-26
1.0	4.665961001676234e-24	0.45002223302650207	3.063087788483718e-24
1.2	1.550003562938987e-22	0.45002223302650207	1.0175389344315089e-22
1.4	5.1490168668701165e-21	0.45002223286516835	3.3802019955644568e-21
1.6	1.710471661403159e-19	0.4500222330038535	1.122882265381057e-19
1.8	5.682081418423133e-18	0.4500222331778793	3.730145666838922e-18
2.0	1.8875528699808125e-16	0.45002223263218155	1.2391316908798267e-16
2.2	6.270334463486006e-15	0.4500222327994125	4.116319213991433e-15
2.4	2.0829665727405818e-13	0.4500222328810511	1.3674159448182115e-13
2.6	6.919478021730354e-12	0.45002223348559844	4.542465914392646e-12
2.8	2.2986118899281821e-10	0.45002223130431457	1.5089817484976353e-10
3.0	7.635828565716862e-9	0.4500222318452408	5.012732339987312e-9
3.2	2.536547079281501e-7	0.4500222214448912	1.6651805281067984e-7
3.4	8.422317428755685e-6	0.45002187352656436	5.529068639915049e-6
3.6	0.0002897311749384461	0.45000330092096336	0.0001901580948881126
3.8	0.007361520688821059	0.4498053124594367	0.00485776587910074
4.0	0.027202475261747162	0.44894615210476657	0.01999911314591172
4.2	0.07647639482916062	0.4465480356011962	0.06475940415068057
4.4	0.15334727274635265	0.442983409650164	0.13972472912081418
4.6	0.24535762209589382	0.4386909564578295	0.22956543637386306
4.8	0.33719712407573516	0.4343009137201817	0.32105172667277165
5.0	0.43776748862532705	0.4303199494927816	0.42191560470114253
5.2	0.5158956338872114	0.4267919430422049	0.4999820967461957
5.4	0.5664195749076626	0.4246724049980688	0.5487328215659195
5.6	0.7267432824471496	0.41769747320443446	0.6596873609470892
5.8	0.8248821093638253	0.4141140033145632	0.724288390521438
6.0	0.936541097808335	0.4111668918658997	0.7968095643547948
6.2	0.9965433840152998	0.40963194301756284	0.8357563976225948
6.4	0.9998922731463973	0.40957344267901125	0.8379300772770651
6.6	0.9999967535918218	0.4095716414239071	0.8379978928402203
6.8	0.9999999022704882	0.4095715833268687	0.8379999365662958
7.0	0.9999999970580548	0.4095715837843067	0.8379999980904593
7.2	0.9999999999114384	0.40957158570093605	0.8379999999425172
7.4	0.9999999999973334	0.40957158542818173	0.8379999999982694
7.6	0.9999999999999193	0.4095715856784843	0.8379999999999477
7.8	0.9999999999999974	0.40957158518837083	0.8379999999999984
8.0	1.0	0.4095715837203849	0.838
8.2	1.0000000000000007	0.40957158491899787	0.8379999999999997
8.4	0.9999999999999999	0.40957158155933027	0.8379999999999996
8.6	0.9999999999999999	0.40957158202013433	0.838
8.8	0.9999999999999999	0.4095715810721158	0.838
9.0	0.9999999999999996	0.4095715813547628	0.8379999999999996
9.2	0.9999999999999998	0.40957158462374893	0.8379999999999997
9.4	1.0000000000000002	0.4095715817439055	0.8380000000000001
9.6	1.0000000000000007	0.4095715796249061	0.8379999999999999
9.8	1.0000000000000002	0.4095715842626044	0.8379999999999996
10.0	1.0000000000000007	0.40957158208455263	0.8380000000000001
10.2	0.9999999999999996	0.409571581059959	0.838
10.4	1.0000000000000009	0.4095715804420066	0.8380000000000002
10.6	0.9999999999999991	0.4095715808754898	0.8380000000000005
10.8	0.9999999999999998	0.40957158113362435	0.8380000000000001
11.0	1.0000000000000002	0.40957158118483633	0.8380000000000001
11.2	0.9999999999999994	0.40957157830128776	0.8379999999999999
11.4	1.0000000000000009	0.4095715796419384	0.8380000000000002
11.6	0.9999999999999999	0.4095715807749449	0.8379999999999997
11.8	1.0000000000000002	0.40957158201868	0.8380000000000001
12.0	0.9999999999999999	0.4095715827333805	0.8380000000000003
12.5	1.0000000000000002	0.409571581993817	0.8380000000000002
13.0	0.9999999999999999	0.4095715812735295	0.8380000000000001
13.5	1.0000000000000002	0.4095715822443259	0.8379999999999999
14.0	0.9999999999999992	0.4095715822339622	0.8380000000000003
14.5	0.9999999999999999	0.4095715814140751	0.8379999999999995
15.0	0.9999999999999998	0.40957158142186345	0.838
15.5	1.0000000000000007	0.40957158096293034	0.8380000000000001
16.0	0.9999999999999998	0.4095715813931929	0.8379999999999997
17.0	0.9999999999999997	0.40957158104507857	0.8379999999999995
18.0	0.9999999999999997	0.4095715808288235	0.8379999999999996
19.0	0.9999999999999993	0.40957158108011293	0.8380000000000001
20.0	0.9999999999999998	0.40957158157394485	0.8379999999999995
21.0	0.9999999999999996	0.40957158029913204	0.8380000000000002
22.0	0.9999999999999994	0.40957158038522373	0.8379999999999996
23.0	0.9999999999999998	0.40957158118215103	0.8379999999999997
24.0	1.0	0.40957157940648586	0.8379999999999995
25.0	0.9999999999999994	0.40957157972321184	0.8379999999999999
26.0	0.9999999999999993	0.40957158014299344	0.8379999999999999
27.0	1.0000000000000002	0.4095715787597074	0.8379999999999999
28.0	1.0000000000000007	0.40957157963637886	0.8379999999999996
29.0	0.9999999999999998	0.40957158089727913	0.8379999999999996
30.0	0.9999999999999999	0.40957157965791074	0.838
