sigma	kappa	rootloss	rate	lo	hi	sigbar	ratio	nstable
0.57	9.95	0.062968650631177	0.359998488738321	0.30338691769496834	0.41661006167508086	0.468980017903157	1.2154035955487197	1.0
0.58	9.95	0.06438363711725732	0.35825326257669277	0.3030251006517799	0.41348162887921636	0.4694751919024961	1.2354220414706352	1.0
0.59	9.95	0.06586365244498923	0.3565307946995763	0.30264362034139003	0.41041881822449056	0.4699457001485184	1.2554641947219445	1.0
0.6	9.95	0.06739955081928209	0.35482835663775414	0.3022418376238137	0.40741491044593103	0.4703926822250286	1.275530046857679	1.0
0.61	9.95	0.06898144543202338	0.35314307064996275	0.30181914945454313	0.40446742305009586	0.4708179015421986	1.2956176857377346	1.0
0.62	10.0	0.07030520376357084	0.3585089703047208	0.3074889524600768	0.4095297390509989	0.47020548524751477	1.318572452793982	1.0
0.63	10.0	0.07161618703951063	0.35654833730562635	0.3067635820922424	0.4063333766575039	0.47067284645574187	1.3385093377364397	1.0
0.64	10.0	0.07300371261594314	0.3546235807243796	0.3060375088144497	0.4032096199889156	0.47111432939291215	1.3584812859008502	1.0
0.65	10.05	0.07433819334656382	0.3589687030575669	0.31076303605241373	0.4071745351487672	0.4706202804947629	1.3811559487335634	1.0
0.66	10.05	0.07551993487646752	0.35685961157517837	0.3098178236987115	0.4039013174624723	0.47108806793728186	1.4010119230781894	1.0
0.67	10.05	0.07679248407479213	0.3547946134973727	0.3088831191448504	0.4007063504074759	0.4715284728842352	1.420911012863674	1.0
0.68	10.1	0.07798781141287409	0.35835199575847154	0.3128615884302651	0.40384244992426516	0.471137180313413	1.4433163596803078	1.0
0.69	10.1	0.07911555580251119	0.3561598717230245	0.31176301684868524	0.40055709434419046	0.47159236720813186	1.4631280062585839	1.0
0.7	10.15	0.0803352059842003	0.3592326381703697	0.3152831389186329	0.40318272654826676	0.4712526285120421	1.485402855386116	1.0
0.71	10.15	0.0813552943535271	0.35694935267035305	0.3140550766810243	0.3998439328621438	0.4717150409211848	1.505145985197933	1.0
0.72	10.15	0.08248043219215324	0.35471594069950585	0.3128474737407214	0.39658448971493654	0.47214860766101924	1.524943605291592	1.0
0.73	10.2	0.0834861930032588	0.35725823815188734	0.3158440003169966	0.3986725020633898	0.4718878438334966	1.5469777607951627	1.0
0.74	10.2	0.08454331874143024	0.35496103767907927	0.31453598608068756	0.395386089277471	0.47232224487034175	1.5667269709118592	1.0
0.75	10.25	0.0855072408837066	0.3571625761995144	0.31719970456245045	0.39712573451797556	0.4721024678120329	1.5886381689040687	1.0
0.76	10.25	0.08652234558251645	0.3548197477106103	0.31581021133456166	0.39382943502864926	0.4725332103735959	1.608352562985205	1.0
0.77	10.3	0.0874298176857183	0.356723972528791	0.3181796627370258	0.3952687784749568	0.4723508086311581	1.6301443459606006	1.0
0.78	10.35	0.08839239659396014	0.3584374343988525	0.3203685497905408	0.3965071689289105	0.4721833505878929	1.6519006844033348	1.0
0.79	10.35	0.08926963574519098	0.3559938218113765	0.31883195488938293	0.3931560922157437	0.47262524409017004	1.6715146088330388	1.0
0.8	10.4	0.0901545397548498	0.35746739213733864	0.32077741167509916	0.3941573725995783	0.4724905210553936	1.6931556599549435	1.0
0.81	10.4	0.09104518160235912	0.3550134486583475	0.319196607501251	0.3908302898154439	0.4729192029431694	1.7127661447432017	1.0
0.82	10.45	0.0918572695583352	0.3562717442956896	0.32092133736788553	0.3916225910418832	0.4728140860784997	1.7342968920428021	1.0
0.83	10.5	0.09268442011190592	0.3573874429362483	0.3225075714932569	0.392267393895386	0.4727225338513473	1.755786831733734	1.0
0.84	10.55	0.09351531701545149	0.35836799060441865	0.32396184515617893	0.3927744814126268	0.47264520400314036	1.7772316166238276	1.0
0.85	10.55	0.09428114117930003	0.35582394983157994	0.3222359739004955	0.3894120667400015	0.4730805597987264	1.7967341553025031	1.0
0.86	10.6	0.09504316329440889	0.35664131265458154	0.323518236586859	0.3897648625952734	0.4730264217171139	1.8180802604601856	1.0
0.87	10.65	0.09580130444041325	0.35734435186072205	0.3246868540221234	0.3900019686259393	0.4729846731653621	1.8393830695986122	1.0
0.88	10.7	0.09655022616112767	0.3579387567091369	0.3257471137705136	0.39013080151528856	0.4729555198660628	1.8606400877807894	1.0
0.89	10.7	0.09727297835492653	0.3553490060970244	0.3239232845722419	0.38677516060843375	0.4733831255363026	1.8800839150988033	1.0
0.9	10.75	0.09796752686694724	0.35581684996091	0.32484578165600786	0.38678809219199894	0.4733709851131586	1.901257213271862	1.0
0.91	10.8	0.09865242166140825	0.3561917273958324	0.32567440713734475	0.38670952359105143	0.4733696317192993	1.9223877896324697	1.0
0.92	10.85	0.09932599374999168	0.35647798883872994	0.32641283801740706	0.38654346983525734	0.4733785951859432	1.9434761295842367	1.0
0.93	10.9	0.0999874627402905	0.3566812746039368	0.32706669287691825	0.38629585920636134	0.47339744211852286	1.964522655293856	1.0
0.94	10.95	0.10063584936203838	0.35680575573625983	0.32764004302085187	0.3859718976031684	0.4734259669045072	1.9855269159530564	1.0
0.95	11.0	0.10127069845303438	0.3568552733031964	0.32813580538281906	0.38557523548864425	0.47346348160956125	2.006490546579074	1.0
0.96	11.05	0.10189226006904402	0.3568344669274262	0.3285584512232743	0.38511084525609746	0.4735094458535047	2.0274146765321484	1.0
0.97	11.1	0.10250069452518856	0.3567461729485882	0.32891062283771366	0.38458206682025087	0.47356353771698484	2.0482995896945506	1.0
0.98	11.15	0.10309705549617058	0.356594494101039	0.32919659122838946	0.3839931610377844	0.47362526291531815	2.0691463837207076	1.0
0.99	11.2	0.10368199684358943	0.3563824395546903	0.3294185743685547	0.38334681917012187	0.4736938799970005	2.089957337017461	1.0
1.0	11.25	0.10425677188916442	0.35611334387684124	0.3295801734298289	0.3826466743090765	0.4737689891932674	2.11073333799833	1.0
