sigma	kappa	rootloss	rate	lo	hi	sigbar	ratio	nstable
0.3	10.15	0.24048231276012202	0.18777854674010108	0.13876550311269598	0.23678970603489732	0.4298116232415848	0.6979801935960643	2.0
0.31	10.1	0.2288982098386891	0.1956989357054763	0.14456827600506023	0.2468287863824912	0.4349775038399015	0.7126805346561074	2.0
0.32	10.05	0.21956802739336082	0.2022141170398207	0.14979781266758896	0.2546294794314863	0.4389880474444872	0.7289492319046933	2.0
0.33	10.0	0.21270307493131135	0.20716125128795904	0.15425231495999114	0.2600658564272492	0.4419586061956358	0.7466762619255872	2.0
0.34	10.0	0.14788333962145608	0.25061050614330654	0.18311352873927694	0.31810730839093704	0.4578687409202209	0.7425708933889454	2.0
0.35	9.95	0.1616777024809593	0.24194657764549143	0.17928615278626436	0.3046066325730295	0.45623197052442427	0.7671536030184075	2.0
0.36	9.9	0.16835345121442521	0.2380316396064371	0.17845629785633504	0.2976045170637056	0.4556013961423014	0.7901643916112112	1.0
0.37	9.9	0.12361519621918551	0.26881094660368265	0.20119222981589985	0.3364283560655927	0.463076314182864	0.7990043728600009	1.0
0.38	9.9	0.07431557857619556	0.30366046828200777	0.22843589484260587	0.3788818265991347	0.4663145082557185	0.8149006588309168	1.0
0.39	9.9	0.03903836931525444	0.3313346145595482	0.2516717855957684	0.4109974435233281	0.46576305937949447	0.837335619788249	1.0
0.4	9.9	0.027777240888763984	0.3463038226822713	0.26559390152253354	0.42701293088064624	0.46469604748321314	0.8607777108636797	1.0
0.41	9.9	0.028619063372986312	0.35385157566080844	0.2737181391106704	0.4339843618461863	0.4641804335088204	0.8832772137781398	1.0
0.42	9.9	0.03184638470377317	0.3578385856764098	0.27894880206127104	0.4367275067181005	0.46408564212740555	0.9050053737381026	1.0
0.43	9.9	0.03499492971377741	0.3599771053908906	0.28262174720762406	0.43733245427108736	0.4642398284527095	0.9262453879348755	1.0
0.44	9.9	0.0377588509689733	0.3610489207400077	0.28535488209401644	0.43674243089343556	0.4645387370440703	0.9471761231362233	1.0
0.45	9.9	0.04020533697514388	0.36145728735247534	0.2874755611000457	0.43543801381948144	0.46492261916898886	0.9679030045996433	1.0
0.46	9.9	0.04243011118839203	0.36142633280277964	0.28916767692724055	0.4336841359535384	0.4653558418757751	0.9884908678610619	1.0
0.47	9.9	0.04450682208077435	0.3610890014284313	0.29054160053317163	0.43163601791717165	0.4658164686653147	1.0089810721949617	1.0
0.48	9.9	0.04648709789624211	0.36053025484909307	0.2916693730772911	0.42939141882224	0.46629045425939303	1.0294013004456242	1.0
0.49	9.9	0.04840593613555512	0.3598062224652009	0.29259957915822754	0.42701281860032975	0.46676850821339755	1.0497709065153586	1.0
0.5	9.9	0.050285555470013954	0.358954625497309	0.29336577682310616	0.4245432427544984	0.46724480884090086	1.0701028466005975	1.0
0.51	9.9	0.05214124695197908	0.3580047633360282	0.29399458358054126	0.42201453503545033	0.4677149038076059	1.0904078442832519	1.0
0.52	9.9	0.053984099429120296	0.3569761094088183	0.29450581872431386	0.4194465208061069	0.46817646036229116	1.110692322287212	1.0
0.53	9.9	0.05581966673062996	0.35588413598063806	0.2949135652449326	0.41685476126337634	0.46862708886551335	1.130963217007072	1.0
0.54	9.9	0.05765123640803551	0.35474033410198225	0.2952293986958052	0.4142513419413946	0.4690655372576393	1.1512250572853304	1.0
0.55	9.9	0.059482452470610715	0.35355367415319466	0.29546377372863786	0.41164367809252717	0.4694911019857994	1.171481200972017	1.0
0.56	9.9	0.061314174863259574	0.35233168410864485	0.2956246442235221	0.4090388003271461	0.4699030701611442	1.1917351376486194	1.0
