u	r	minc	pbase
0.0	6.458726563602974e-33	0.42027257077967367	3.8543814407488576e-33
0.2	2.1455492624213503e-31	0.42027257077967367	1.280401821605523e-31
0.4	7.127382762131145e-30	0.42027257077967367	4.253416144644272e-30
0.6	2.3676727413199983e-28	0.42027257077967367	1.4129586973596774e-28
0.8	7.865263305032118e-27	0.42027257077967356	4.693761937586544e-27
1.0	2.612792121894744e-25	0.4202725707796734	1.5592388629544372e-25
1.2	8.679534819728414e-24	0.4202725707796736	5.1796956558000394e-24
1.4	2.883287746474132e-22	0.4202725705964423	1.7206628390663047e-22
1.6	9.578105316493989e-21	0.420272570975427	5.715936571449956e-21
1.8	3.181788126260234e-19	0.4202725710794395	1.8987992409396197e-19
2.0	1.056970480267727e-17	0.42027257075866215	6.307694497912195e-18
2.2	3.5111910541041015e-16	0.42027257072506635	2.0953773928531607e-16
2.4	1.166396104554809e-14	0.4202725706617916	6.9607150135885284e-15
2.6	3.874690983254119e-13	0.4202725707177191	2.3123036633805854e-13
2.8	1.2871506065375005e-11	0.4202725705364875	7.681342989885511e-12
3.0	4.275824170235744e-10	0.420272571240693	2.551688371155081e-10
3.2	1.4204056589140332e-8	0.42027256982763095	8.476570669479248e-9
3.4	4.718568588184108e-7	0.42027254584744994	2.815905421354616e-7
3.6	1.5681121567799167e-5	0.4202717792456473	9.358041654116822e-6
3.8	0.0005388444065026865	0.420242564150961	0.0003215432684786102
4.0	0.008230560846785685	0.4199080132736503	0.0049591835567904885
4.2	0.02721853371101117	0.4190365731492715	0.018190777788618825
4.4	0.07876510872976764	0.41695904428340136	0.061194804032574275
4.6	0.15813832518737797	0.4137794521320892	0.13111442307003437
4.8	0.24099731344089564	0.4099053366372277	0.2054582702826794
5.0	0.3330510217554967	0.406045338983585	0.28954508420422165
5.2	0.43139821413023904	0.40243789373411476	0.37977506209672024
5.4	0.5048998304324971	0.39906269831748753	0.4466966360844037
5.6	0.5613596020887042	0.3971087878761787	0.4965627361162117
5.8	0.59945683010844	0.39555846607302103	0.5261132880586259
6.0	0.8082867325862856	0.3877821771479324	0.6513334241603124
6.2	0.8993446433328324	0.38543571495165463	0.7053570809404763
6.4	0.9911915014128873	0.38330120803070106	0.7597807303794317
6.6	0.9997159356333669	0.38310549107353603	0.7648316845200431
6.8	0.999991430034169	0.38309914438526405	0.7649949220739181
7.0	0.999999742002062	0.3830989539968496	0.7649998471295588
7.2	0.9999999922334964	0.3830989437604742	0.7649999953981463
7.4	0.9999999997662053	0.38309894922376725	0.7649999998614702
7.6	0.9999999999929616	0.38309894650669446	0.7649999999958295
7.8	0.999999999999789	0.3830989464061494	0.7649999999998747
8.0	0.9999999999999934	0.38309894483468193	0.7649999999999961
8.2	1.0	0.383098947304341	0.7649999999999987
8.4	1.0000000000000002	0.3830989470639126	0.7649999999999999
8.6	1.0000000000000002	0.3830989472635647	0.7649999999999996
8.8	0.9999999999999992	0.38309894999872735	0.7649999999999993
9.0	1.0	0.38309894905009784	0.7649999999999993
9.2	1.0000000000000004	0.3830989505912897	0.7649999999999998
9.4	1.0	0.383098949216199	0.765
9.6	1.0	0.3830989496314689	0.765
9.8	1.0000000000000007	0.38309894700826896	0.7650000000000002
10.0	0.9999999999999999	0.38309894711691717	0.7649999999999996
10.2	1.0000000000000009	0.38309894552347507	0.7650000000000005
10.4	0.9999999999999996	0.3830989458221074	0.7649999999999993
10.6	0.9999999999999997	0.3830989455515666	0.7649999999999998
10.8	0.9999999999999997	0.3830989458930722	0.7650000000000002
11.0	1.0000000000000009	0.3830989458997982	0.7649999999999992
11.2	1.0	0.38309894581587234	0.7649999999999999
11.4	0.999999999999999	0.38309894587841437	0.7649999999999995
11.6	1.0	0.38309894258276506	0.7649999999999997
11.8	1.0000000000000002	0.3830989452910423	0.765
12.0	1.0000000000000004	0.38309894420541907	0.7649999999999998
12.5	0.9999999999999998	0.38309894625985186	0.7649999999999999
13.0	0.9999999999999992	0.38309894615610834	0.7650000000000003
13.5	1.0	0.383098945541595	0.7649999999999996
14.0	0.9999999999999999	0.3830989450953833	0.7649999999999997
14.5	0.9999999999999998	0.38309894561804464	0.7649999999999992
15.0	1.0000000000000009	0.38309894365665226	0.7649999999999999
15.5	1.0000000000000002	0.3830989457317535	0.7649999999999997
16.0	1.0	0.38309894463148697	0.765
17.0	0.9999999999999992	0.3830989438171462	0.7649999999999999
18.0	0.9999999999999999	0.38309894411426265	0.7650000000000001
19.0	0.9999999999999998	0.3830989461020293	0.7649999999999992
20.0	1.0000000000000002	0.3830989465112205	0.7649999999999999
21.0	0.9999999999999998	0.38309894351059465	0.7649999999999996
22.0	0.9999999999999996	0.3830989456364948	0.7650000000000001
23.0	0.9999999999999987	0.38309894513368015	0.7649999999999998
24.0	1.0	0.38309894487757484	0.7649999999999997
25.0	1.0000000000000007	0.3830989438593785	0.7650000000000001
26.0	1.0000000000000004	0.38309894418291396	0.7649999999999993
27.0	1.0000000000000002	0.38309894346399015	0.765
28.0	1.0000000000000004	0.3830989439061573	0.7649999999999998
29.0	1.0	0.38309894410557915	0.7650000000000001
30.0	1.0000000000000004	0.38309894434793645	0.7649999999999998
