u	r	minc
0.0	1.0335637438047369e-32	0.4196982518680946
0.2	3.433435223411198e-31	0.4196982518680946
0.4	1.1405660757763625e-29	0.4196982518680946
0.6	3.7888903927515013e-28	0.4196982518680946
0.8	1.2586460980354041e-26	0.4196982518680946
1.0	4.18114496827782e-25	0.41969825186809456
1.2	1.3889506568243766e-23	0.4196982518680946
1.4	4.614008822830855e-22	0.4196982517161885
1.6	1.532745456514344e-20	0.41969825178561093
1.8	5.091686353060047e-19	0.4196982515791581
2.0	1.6914270276811602e-17	0.4196982514444187
2.2	5.618816531390525e-16	0.41969825166594127
2.4	1.8665363126680645e-14	0.4196982516659416
2.6	6.200514034898987e-13	0.41969825112327325
2.8	2.0597776714755953e-11	0.41969824984095466
3.0	6.842439375647889e-10	0.4196982522066229
3.2	2.273015821232055e-8	0.41969824896254654
3.4	7.550251068551166e-7	0.4196981869520953
3.6	2.501959290292925e-5	0.41969608351950816
3.8	0.0007644064100124403	0.4196332028418313
4.0	0.007744223724516788	0.4191809401646193
4.2	0.02794399541424352	0.4183632938184068
4.4	0.07619118910762233	0.4161853788194094
4.6	0.14822247284712212	0.4129201465558856
4.8	0.2427676159304461	0.40920166713053907
5.0	0.33680443094497364	0.4052486038497368
5.2	0.42832394902377463	0.4014659822379636
5.4	0.5047076494555368	0.39805400213191594
5.6	0.5540227770940886	0.39604748238613485
5.8	0.5974430034153807	0.3944862752121257
6.0	0.8075239838335583	0.3879558400852477
6.2	0.9010031757260656	0.38513303407155797
6.4	0.9913046145426582	0.38243791363281054
6.6	0.9997135246751222	0.38220317462912007
6.8	0.9999913510684478	0.38219553575530363
7.0	0.999999739619117	0.38219530567767485
7.2	0.9999999921617584	0.3821952983536921
7.4	0.9999999997640451	0.3821952997804186
7.6	0.9999999999928972	0.38219529922114504
7.8	0.9999999999997856	0.38219529848456696
8.0	0.9999999999999933	0.3821952976441505
8.2	0.9999999999999993	0.3821952985184633
8.4	0.9999999999999998	0.38219529820551773
8.6	0.9999999999999999	0.3821952982203717
8.8	0.9999999999999996	0.382195297345339
9.0	1.0000000000000007	0.38219529817293224
9.2	0.9999999999999998	0.38219529935554547
9.4	0.9999999999999994	0.38219529935511964
9.6	1.0000000000000002	0.38219529912798755
9.8	1.0000000000000002	0.3821952995711552
10.0	1.0000000000000002	0.38219529840995736
10.2	0.9999999999999997	0.3821952992427313
10.4	0.9999999999999997	0.3821952988159318
10.6	0.9999999999999998	0.38219529635114763
10.8	0.9999999999999998	0.3821952979861048
11.0	0.9999999999999999	0.3821952962964549
11.2	0.9999999999999998	0.38219529775593314
11.4	0.9999999999999998	0.3821952965180308
11.6	0.9999999999999997	0.3821952958345778
11.8	1.0000000000000004	0.3821952967592425
12.0	0.9999999999999996	0.38219529732193325
12.5	1.0000000000000002	0.3821952950648385
13.0	0.9999999999999997	0.38219529695610016
13.5	0.9999999999999998	0.3821952951752419
14.0	0.9999999999999998	0.3821952971780188
14.5	0.9999999999999998	0.38219529612412895
15.0	1.0	0.3821952969147896
15.5	1.0	0.3821952960641711
16.0	0.9999999999999993	0.38219529677993597
17.0	1.0000000000000002	0.3821952968099369
18.0	1.0000000000000002	0.3821952970304109
19.0	0.9999999999999998	0.38219529620445847
20.0	1.0	0.38219529618468295
21.0	1.0000000000000004	0.3821952979050721
22.0	1.0000000000000002	0.3821952959500525
23.0	0.9999999999999998	0.3821952965656772
24.0	0.9999999999999998	0.38219529658497725
25.0	1.0000000000000002	0.38219529705191135
26.0	0.9999999999999996	0.382195295003152
27.0	0.9999999999999997	0.3821952961135564
28.0	1.0	0.38219529556605425
29.0	1.0000000000000004	0.38219529567308175
30.0	1.0000000000000002	0.38219529547041925
