u	r	minc
0.0	1.369737557750591e-30	0.4765807445149103
0.2	4.550183968623187e-29	0.4765807445149103
0.4	1.511543144244043e-27	0.47658074451491034
0.6	5.021253410117709e-26	0.47658074451491034
0.8	1.6680295170258065e-24	0.4765807445149103
1.0	5.541091521228806e-23	0.4765807445149102
1.2	1.8407165420778682e-21	0.47658074451491034
1.4	6.11474667199483e-20	0.4765807444799713
1.6	2.0312808408840643e-18	0.47658074749780815
1.8	6.747788526793576e-17	0.47658074705898745
2.0	2.2415752742881513e-15	0.4765807428284165
2.2	7.446372202935922e-14	0.4765807469710701
2.4	2.473638752890164e-12	0.476580746469226
2.6	8.217276048524603e-11	0.47658074865999034
2.8	2.729728122230959e-9	0.4765807462422947
3.0	9.067916236163368e-8	0.47658074024695685
3.2	3.01147565443262e-6	0.47658057525399156
3.4	9.913330443842449e-5	0.4765751656478488
3.6	0.004881438263828213	0.47635681215190007
3.8	0.021876346851935277	0.47551556490217306
4.0	0.06967744074427294	0.47322086045157413
4.2	0.1388338232966568	0.469192967513827
4.4	0.23478316525476803	0.46445275228703753
4.6	0.3473290466856033	0.4597382649764302
4.8	0.4217036129449996	0.4547973975141965
5.0	0.5144780802567758	0.45106666697552916
5.2	0.5643522099732026	0.44860794004625393
5.4	0.7425057811996087	0.44368294672500463
5.6	0.8319031068362183	0.43878429584897205
5.8	0.9464127042248982	0.43518215856888454
6.0	0.9966603630324462	0.4328184026125114
6.2	0.9998956413272729	0.432665074434392
6.4	0.9999968548590614	0.4326602797845567
6.6	0.9999999053188128	0.43266013572591705
6.8	0.9999999971498188	0.43266012878811017
7.0	0.9999999999142014	0.4326601286840419
7.2	0.9999999999974178	0.4326601313870181
7.4	0.9999999999999227	0.43266012914629454
7.6	0.9999999999999974	0.4326601314670755
7.8	0.9999999999999999	0.43266013095287575
8.0	1.0	0.43266012986250896
8.2	0.9999999999999999	0.432660132027898
8.4	0.9999999999999997	0.43266012929180786
8.6	1.0000000000000002	0.4326601329855726
8.8	1.0000000000000004	0.4326601308664478
9.0	1.0000000000000002	0.432660132100647
9.2	1.0000000000000007	0.43266013063077347
9.4	1.0000000000000002	0.4326601318055553
9.6	1.0000000000000007	0.4326601316863818
9.8	1.0000000000000009	0.43266013017453775
10.0	0.9999999999999999	0.4326601293919675
10.2	1.0000000000000004	0.43266012907278445
10.4	0.9999999999999998	0.43266013205049164
10.6	1.0000000000000002	0.43266013314031804
10.8	0.9999999999999997	0.43266013085920574
11.0	0.9999999999999999	0.4326601298328414
11.2	0.9999999999999997	0.43266012976583645
11.4	1.0000000000000002	0.4326601288347077
11.6	1.0	0.43266013235328515
11.8	0.9999999999999993	0.43266013141808296
12.0	1.0000000000000002	0.4326601292848324
12.5	1.0000000000000002	0.4326601298062708
13.0	0.9999999999999998	0.43266012927495173
13.5	0.9999999999999997	0.43266013074802745
14.0	1.0	0.43266012924583436
14.5	0.9999999999999999	0.4326601303217987
15.0	1.0000000000000009	0.43266013044585067
15.5	0.9999999999999998	0.4326601302613838
16.0	1.0000000000000004	0.43266012945887455
17.0	0.9999999999999997	0.432660131150825
18.0	0.9999999999999997	0.4326601286688829
19.0	1.0	0.4326601303285458
20.0	1.0000000000000007	0.43266013162018224
21.0	0.9999999999999997	0.43266013021834804
22.0	0.9999999999999998	0.4326601285229913
23.0	0.9999999999999996	0.43266012912602414
24.0	1.0000000000000002	0.43266012908618606
25.0	1.0000000000000002	0.43266013014182186
26.0	1.0000000000000002	0.43266012979771573
27.0	0.9999999999999998	0.4326601303928754
28.0	0.9999999999999993	0.43266012945005006
29.0	1.0	0.4326601292921169
30.0	0.9999999999999998	0.43266012811073395
