u	r	minc
0.0	2.93110663534565e-24	0.47834048436338983
0.2	9.736956066514645e-23	0.47834048436338983
0.4	3.2345569519021738e-21	0.47834048436338983
0.6	1.0744999361688307e-19	0.47834048436338983
0.8	3.569422753457312e-18	0.47834048436339016
1.0	1.1857407350591463e-16	0.47834048394620665
1.2	3.9389578472193765e-15	0.47834048431727144
1.4	1.3084973286652007e-13	0.4783404844075726
1.6	4.346697712075883e-12	0.4783404837323299
1.8	1.4434317244499343e-10	0.47834048342029306
2.0	4.757613644463315e-9	0.4783404833652371
2.2	1.417424946902588e-7	0.47834047632931603
2.4	2.3448744692088743e-6	0.4783403642605279
2.6	2.2049141520347756e-5	0.4783425030428651
2.8	0.00014531765216800878	0.47833510171436133
3.0	0.0007009283791017927	0.47830428498015903
3.2	0.002703905546090843	0.47820666480515156
3.4	0.008360829862567075	0.47789159122422625
3.6	0.0227167032430742	0.4772803264962576
3.8	0.0421016171429734	0.47610385926677784
4.0	0.07875409630904667	0.474282925218051
4.2	0.13606921417133064	0.4714438610249444
4.4	0.20570764106431214	0.4680786053993537
4.6	0.2827833890331038	0.4642611150668146
4.8	0.4098763167439609	0.45788385762274686
5.0	0.5262883771353014	0.45283381386383154
5.2	0.6346738778656806	0.44788184435980577
5.4	0.7718196692819536	0.4414600636359148
5.6	0.8475984058762979	0.4387467356934035
5.8	0.9201004400596019	0.43655860888148634
6.0	0.9418741981440181	0.43593482728130606
6.2	0.9738103169279937	0.43506530196561166
6.4	0.9940552108669181	0.4344777177314756
6.6	0.9997629538623961	0.43431501565256414
6.8	0.9999927916095739	0.4343084788696546
7.0	0.9999997829399369	0.4343082801955359
7.2	0.9999999934658017	0.4343082754000553
7.4	0.9999999998033019	0.4343082751968439
7.6	0.9999999999940787	0.4343082734688381
7.8	0.9999999999998218	0.4343082741992501
8.0	0.9999999999999938	0.4343082745440314
8.2	1.0000000000000002	0.43430827385598564
8.4	1.0	0.4343082730720356
8.6	0.9999999999999989	0.43430827458275434
8.8	1.0000000000000004	0.43430827423256474
9.0	0.9999999999999996	0.4343082733411472
9.2	1.0000000000000004	0.4343082736822956
9.4	1.000000000000001	0.43430827438621544
9.6	0.999999999999999	0.4343082742840977
9.8	1.0	0.434308273644607
10.0	0.9999999999999992	0.4343082735439793
10.2	0.999999999999999	0.43430827228822927
10.4	0.9999999999999998	0.4343082728272062
10.6	1.0	0.4343082743563327
10.8	0.9999999999999996	0.43430827464059424
11.0	0.9999999999999988	0.4343082746174611
11.2	1.0000000000000004	0.4343082733556211
11.4	0.9999999999999998	0.43430827471861677
11.6	1.0000000000000002	0.4343082732148402
11.8	0.9999999999999999	0.43430827357209745
12.0	0.9999999999999993	0.4343082740228903
12.5	0.9999999999999992	0.4343082737827704
13.0	1.0000000000000004	0.4343082736764686
13.5	1.0000000000000004	0.43430827306442504
14.0	1.0000000000000007	0.4343082738293113
14.5	0.9999999999999999	0.434308273089171
15.0	0.9999999999999998	0.43430827435262404
15.5	1.0	0.43430827424416035
16.0	1.0000000000000002	0.43430827336938266
17.0	1.0	0.4343082742686779
18.0	1.0000000000000002	0.4343082739844929
19.0	1.000000000000001	0.43430827420218654
20.0	0.9999999999999999	0.4343082740555941
21.0	0.9999999999999993	0.4343082732170513
22.0	1.0000000000000004	0.434308272368794
23.0	1.0000000000000009	0.4343082729970247
24.0	1.0000000000000002	0.4343082728678987
25.0	0.9999999999999989	0.43430827244561715
26.0	0.9999999999999992	0.434308272556785
27.0	1.0000000000000002	0.43430827255278887
28.0	1.0000000000000009	0.4343082719792392
29.0	0.9999999999999999	0.4343082721993011
30.0	0.9999999999999997	0.4343082717559731
