u	r	minc
0.0	6.915837264578445e-33	0.4201386905599288
0.2	2.2973986274095044e-31	0.4201386905599288
0.4	7.631817018394847e-30	0.42013869055992875
0.6	2.53524270047694e-28	0.42013869055992875
0.8	8.421920408766051e-27	0.42013869055992886
1.0	2.7977101899665557e-25	0.42013869055992875
1.2	9.293821274887539e-24	0.4201386905599288
1.4	3.0873498012537276e-22	0.4201386911561314
1.6	1.0255987166548776e-20	0.42013869068977194
1.8	3.4069754869662987e-19	0.42013869107270013
2.0	1.1317764067118676e-17	0.4201386910001063
2.2	3.759691566531695e-16	0.4201386910140628
2.4	1.2489464281212234e-14	0.42013869100690304
2.6	4.148938029488202e-13	0.42013869056191677
2.8	1.3782570004881448e-11	0.4201386878485888
3.0	4.5784728727799924e-10	0.420138689234314
3.2	1.5209414569792122e-8	0.420138689003452
3.4	5.05270727368617e-7	0.42013865908113546
3.6	1.6808698622072142e-5	0.42013771029595154
3.8	0.0005673644715685741	0.42010753512858645
4.0	0.008483274651794895	0.419818790214872
4.2	0.029398264071862874	0.41914833520722317
4.4	0.07826959620950626	0.4170007420605731
4.6	0.15237815717238776	0.4137478302126375
4.8	0.23817592330695397	0.4099049868532783
5.0	0.333225905805499	0.4060238825725126
5.2	0.4333154212005489	0.40247456220044997
5.4	0.5090884317788809	0.3990443451840315
5.6	0.5612566738807172	0.39699016497671774
5.8	0.6003421396416627	0.395475529821453
6.0	0.8084253834701862	0.38764677508663603
6.2	0.8995873918655931	0.385376413954123
6.4	0.9912523462994919	0.38323213324265604
6.6	0.9997178095077318	0.38308155229848756
6.8	0.9999914862421015	0.3830751914525912
7.0	0.999999743693828	0.3830749940816613
7.2	0.9999999922844234	0.38307499167673886
7.4	0.9999999997677385	0.3830749925202659
7.6	0.9999999999930086	0.3830749889394622
7.8	0.9999999999997897	0.38307499174658466
8.0	0.9999999999999931	0.38307499182693955
8.2	0.9999999999999993	0.38307499522531646
8.4	1.0	0.3830749945009
8.6	0.9999999999999998	0.3830749931779553
8.8	1.0000000000000004	0.38307499452376437
9.0	0.9999999999999994	0.3830749905776956
9.2	0.9999999999999998	0.3830749907932801
9.4	0.9999999999999998	0.3830749934350455
9.6	1.0000000000000002	0.3830749919404191
9.8	1.0000000000000002	0.3830749945174693
10.0	0.9999999999999996	0.3830749931915649
10.2	1.0000000000000002	0.38307499379330723
10.4	1.0000000000000002	0.38307499077216844
10.6	1.0	0.3830749900086634
10.8	1.0000000000000002	0.3830749874298617
11.0	0.9999999999999997	0.3830749934058935
11.2	1.0	0.38307498981169036
11.4	1.0000000000000007	0.3830749905785272
11.6	1.0000000000000002	0.38307498928307904
11.8	0.9999999999999996	0.38307499079266755
12.0	1.0000000000000002	0.38307499209145124
12.5	1.0	0.3830749925686632
13.0	0.9999999999999996	0.3830749916051431
13.5	0.9999999999999997	0.38307498930809725
14.0	1.0000000000000007	0.3830749898498922
14.5	0.999999999999999	0.38307498929550743
15.0	1.0	0.38307499197186373
15.5	1.0000000000000004	0.3830749925084239
16.0	1.0	0.38307498973257353
17.0	0.9999999999999999	0.383074991293817
18.0	1.0000000000000002	0.3830749896759009
19.0	0.9999999999999998	0.3830749911896577
20.0	0.9999999999999998	0.38307499135628087
21.0	0.9999999999999996	0.38307499065549233
22.0	1.0000000000000002	0.3830749900837599
23.0	1.0000000000000002	0.38307499196526357
24.0	0.9999999999999998	0.3830749875183162
25.0	1.0000000000000007	0.383074986120082
26.0	1.0000000000000004	0.3830749898771233
27.0	0.9999999999999998	0.3830749901633512
28.0	1.0000000000000002	0.38307499078773577
29.0	1.0000000000000007	0.3830749901627246
30.0	1.0000000000000007	0.3830749885229159
