u	r	minc
0.0	6.093031005326911e-23	0.47758865122094646
0.2	2.024067445904029e-21	0.47758865122094646
0.4	6.72382763583086e-20	0.47758865122094646
0.6	2.233614234043904e-18	0.47758865122094174
0.8	7.419929013920548e-17	0.47758865122091965
1.0	2.4648548631545823e-15	0.47758865164213726
1.2	8.188089011916128e-14	0.47758865080174867
1.4	2.719955142544101e-12	0.47758865123159344
1.6	9.027056863703231e-11	0.47758865156503344
1.8	2.926242190440783e-9	0.47758865178928867
2.0	7.696526489656171e-8	0.47758864766006237
2.2	1.3260363911001507e-6	0.47758873478544417
2.4	1.1540200412149561e-5	0.4775880294479725
2.6	6.08350611448519e-5	0.4775847184378564
2.8	0.00028035418565580396	0.4775703025176496
3.0	0.0010234060089980256	0.47752813969591923
3.2	0.003094335816634811	0.47741668460720393
3.4	0.008516292351506522	0.47711282134955457
3.6	0.021005554807735867	0.4765118820193183
3.8	0.046620675136719136	0.47530575121139795
4.0	0.08084958561159297	0.47334055248245427
4.2	0.13456947685788392	0.4705415441645231
4.4	0.2079620753908896	0.46702843549896356
4.6	0.28513314554997565	0.4632158519775298
4.8	0.40531330751521283	0.4573109617508304
5.0	0.5183154568540623	0.4521429719610674
5.2	0.6238216996516607	0.447277922897539
5.4	0.7697340234194737	0.44125930922574846
5.6	0.8508207762165497	0.4385336577622357
5.8	0.8981182066365527	0.4363145568114253
6.0	0.9496406002858258	0.434672253421808
6.2	0.9796870693543839	0.43373909560497037
6.4	0.9863919249409842	0.4335530214946184
6.6	0.9958461214256821	0.4333793487264176
6.8	0.9997098966321052	0.43329815811546285
7.0	0.9999908659203915	0.43329221049409045
7.2	0.9999997246549499	0.4332920233514514
7.4	0.999999991710967	0.43329201769769665
7.6	0.9999999997504766	0.4332920168310195
7.8	0.9999999999924896	0.4332920177666428
8.0	0.9999999999997735	0.43329201734030065
8.2	0.9999999999999926	0.4332920175322696
8.4	0.9999999999999998	0.43329201731713063
8.6	0.9999999999999994	0.43329201730792444
8.8	1.0000000000000002	0.4332920169944394
9.0	0.9999999999999997	0.43329201683957186
9.2	1.0000000000000002	0.43329201736529516
9.4	0.9999999999999989	0.4332920171526235
9.6	0.9999999999999987	0.43329201727676214
9.8	1.0000000000000007	0.43329201662578093
10.0	1.0000000000000002	0.43329201718243493
10.2	1.0	0.43329201719906857
10.4	1.000000000000001	0.43329201682863255
10.6	1.0000000000000004	0.43329201724175304
10.8	0.9999999999999999	0.43329201668330247
11.0	1.0000000000000002	0.4332920169865525
11.2	0.9999999999999994	0.4332920171188255
11.4	0.9999999999999991	0.43329201698431813
11.6	1.0000000000000004	0.433292016494254
11.8	1.0000000000000007	0.4332920165532389
12.0	0.999999999999999	0.4332920167114993
12.5	0.9999999999999999	0.4332920169212217
13.0	1.0000000000000004	0.4332920171845194
13.5	0.9999999999999998	0.4332920164917243
14.0	1.0	0.4332920175674317
14.5	1.0000000000000004	0.43329201649322774
15.0	0.9999999999999993	0.43329201733980355
15.5	0.9999999999999998	0.433292016506603
16.0	1.0000000000000002	0.4332920176414627
17.0	1.0000000000000002	0.4332920170535877
18.0	1.0	0.43329201717534344
19.0	1.0000000000000013	0.4332920167140628
20.0	0.9999999999999989	0.43329201666044304
21.0	0.9999999999999996	0.4332920167692913
22.0	1.000000000000001	0.4332920160811613
23.0	1.0000000000000004	0.433292016026308
24.0	0.9999999999999999	0.433292015782204
25.0	1.0000000000000002	0.43329201598272743
26.0	1.0000000000000002	0.43329201594014927
27.0	1.0000000000000009	0.43329201563019754
28.0	1.0000000000000002	0.43329201573167053
29.0	1.0000000000000004	0.43329201552611557
30.0	0.9999999999999998	0.4332920153121608
