u	r	minc	pbase
0.0	2.0911481851104934e-29	0.4182948524896817	1.2701784992928547e-29
0.2	6.946665727361014e-28	0.4182948524896817	4.219454896355079e-28
0.4	2.3076396532431595e-26	0.4182948524896817	1.4016769794390285e-26
0.6	7.665837076694287e-25	0.4182948524896816	4.656284764144837e-25
0.8	2.5465439547217872e-23	0.4182948524896816	1.5467891763112475e-23
1.0	8.459462480679599e-22	0.4182948524896817	5.138338562059332e-22
1.2	2.810175501958783e-20	0.41829485592580085	1.706920959853338e-20
1.4	9.335229998330275e-19	0.4182948560304645	5.67028634455535e-19
1.6	3.101106019813094e-17	0.4182948560366493	1.8836342672008708e-17
1.8	1.0301683571781093e-15	0.41829485603664934	6.257317248004761e-16
2.0	3.4221559577445825e-14	0.41829485603664834	2.0786423258442624e-14
2.2	1.136823286187314e-12	0.4182948540396931	6.90514644882679e-13
2.4	3.7764467951057495e-11	0.41829485574827596	2.2938411013910994e-11
2.6	1.2545117699890763e-9	0.4182948589786777	7.619995316597139e-10
2.8	4.16741238429066e-8	0.4182948511533608	2.531316433545929e-8
3.0	1.3843506393055259e-6	0.4182947412670396	8.40865096619387e-7
3.2	4.5949007590646715e-5	0.41829092682371954	2.7910277260396773e-5
3.4	0.0016190998372134354	0.41819170098784425	0.0009821656706947624
3.6	0.016756658973508923	0.41780876227537067	0.010618543155587239
3.8	0.07348489313139649	0.416197610982402	0.057889708148698725
4.0	0.1513505302874549	0.41175618889248533	0.12559021242804191
4.2	0.2525001651608828	0.40643458122753645	0.2164736779452392
4.4	0.39894115322134643	0.4008694133978254	0.3504001344805068
4.6	0.46620301506640843	0.39586858735313424	0.41165707585908856
4.8	0.5575182518604587	0.39178108213534624	0.49346259579709895
5.0	0.597177324986294	0.39024966679150364	0.5252146448065269
5.2	0.8250814777979013	0.3831419239606581	0.6613026146131145
5.4	0.9431119108343681	0.37934079988269287	0.7312905672051255
5.6	0.9971934813350356	0.3776161840376609	0.7633370188223916
5.8	0.9999136195572286	0.37753118501791677	0.764948815973579
6.0	0.999997397934257	0.37752856544395497	0.7649984581672195
6.2	0.9999999216686505	0.37752848839456243	0.7649999535853991
6.4	0.9999999976419975	0.3775284838910232	0.7649999986027851
6.6	0.9999999999290168	0.3775284846153338	0.7649999999579395
6.8	0.9999999999978635	0.37752848557772617	0.7649999999987339
7.0	0.9999999999999353	0.37752848557412505	0.7649999999999618
7.2	0.999999999999998	0.37752848504112335	0.7649999999999989
7.4	0.9999999999999996	0.37752848628128155	0.7649999999999997
7.6	0.9999999999999991	0.3775284865679562	0.7649999999999998
7.8	0.9999999999999996	0.37752848590280585	0.7649999999999998
8.0	1.0000000000000002	0.3775284864995547	0.765
8.2	1.0	0.37752848585528737	0.7649999999999996
8.4	0.9999999999999999	0.37752848490949026	0.7649999999999999
8.6	0.9999999999999999	0.3775284846618233	0.7650000000000002
8.8	0.9999999999999997	0.37752848478035966	0.7649999999999997
9.0	0.9999999999999998	0.3775284858893641	0.7649999999999999
9.2	1.0000000000000007	0.3775284867744396	0.7649999999999996
9.4	0.9999999999999999	0.3775284855770668	0.7649999999999999
9.6	0.9999999999999999	0.37752848639339864	0.7649999999999999
9.8	1.0000000000000004	0.37752848451042814	0.7649999999999996
10.0	0.9999999999999991	0.3775284849661687	0.7649999999999998
10.2	1.0	0.377528484257167	0.7649999999999998
10.4	1.0000000000000002	0.37752848431997615	0.7649999999999996
10.6	0.9999999999999997	0.3775284850923179	0.7650000000000001
10.8	1.0000000000000004	0.3775284840233594	0.7649999999999998
11.0	1.0000000000000002	0.3775284836190375	0.7649999999999999
11.2	0.9999999999999999	0.3775284840844101	0.7649999999999997
11.4	0.9999999999999996	0.3775284839072097	0.7649999999999997
11.6	0.9999999999999997	0.37752848356189334	0.7649999999999999
11.8	1.0	0.377528483064691	0.7649999999999998
12.0	1.0000000000000002	0.37752848438668835	0.7649999999999998
12.5	1.0000000000000002	0.3775284852847947	0.765
13.0	1.0	0.37752848350186036	0.7649999999999997
13.5	0.9999999999999997	0.3775284838137318	0.7649999999999996
14.0	1.0	0.3775284836723931	0.7649999999999999
14.5	1.0	0.37752848273174083	0.7649999999999997
15.0	0.9999999999999994	0.37752848462759847	0.7649999999999999
15.5	0.9999999999999996	0.3775284834184337	0.7649999999999999
16.0	1.0000000000000002	0.37752848424022595	0.7649999999999997
17.0	0.9999999999999997	0.37752848274952666	0.7649999999999999
18.0	1.0000000000000002	0.3775284835153469	0.7649999999999999
19.0	1.0000000000000002	0.37752848318391247	0.7650000000000001
20.0	1.0000000000000002	0.3775284827684613	0.7650000000000001
21.0	1.0000000000000004	0.3775284842091892	0.7649999999999996
22.0	1.0000000000000007	0.37752848417558704	0.7650000000000003
23.0	1.0000000000000004	0.3775284845793532	0.7649999999999999
24.0	0.9999999999999998	0.3775284836711091	0.7649999999999999
25.0	1.0000000000000004	0.3775284833743414	0.7649999999999996
26.0	1.0	0.3775284821569723	0.7650000000000001
27.0	0.9999999999999991	0.3775284831642669	0.7650000000000003
28.0	0.9999999999999999	0.3775284833197318	0.7649999999999991
29.0	1.0	0.3775284833276303	0.7649999999999993
30.0	0.9999999999999999	0.3775284830984139	0.7649999999999999
