u	r	minc	pbase
0.0	3.5682776757780765e-16	0.47748974554857326	3.0946639110979377e-16
0.2	2.056621818197596e-15	0.4774897455485733	1.7836485548073167e-15
0.4	1.1853600588217772e-14	0.4774897446901095	1.0280284407994232e-14
0.6	6.831972512893257e-14	0.47748974419153795	5.925171829598798e-14
0.8	3.937692900951253e-13	0.47748974266954186	3.415047007376772e-13
1.0	2.2695388643345115e-12	0.4774897432449045	1.9683053265403245e-12
1.2	1.308077708329916e-11	0.47748974233892777	1.1344578913800744e-11
1.4	7.539268206628425e-11	0.47748974625938073	6.538589033959335e-11
1.6	4.345352820352821e-10	0.47748974468623967	3.768598660689259e-10
1.8	2.504498150013388e-9	0.47748974773697367	2.1720787730014194e-9
2.0	1.4434988468061241e-8	0.4774897441999545	1.2519048307237996e-8
2.2	8.319770269208736e-8	0.4774897372222674	7.215498346682935e-8
2.4	4.795144652185388e-7	0.4774897277761912	4.158698850169644e-7
2.6	2.763545907117342e-6	0.47748964108988357	2.3967724282769857e-6
2.8	1.5921545464613353e-5	0.4774891308512372	1.380925874400882e-5
3.0	9.15507783293378e-5	0.47748620475810705	7.943119765499634e-5
3.2	0.0005207006459830607	0.4774696226538397	0.0004526204562877236
3.4	0.002799980983227914	0.47738008208554833	0.002458269002816024
3.6	0.012368619373321822	0.47700661246225823	0.011289148514040078
3.8	0.043295194371814526	0.47579137883997813	0.0413700766782043
4.0	0.09196973337721051	0.4730179896065942	0.09092480216298329
4.2	0.15000411973341976	0.4690289187043552	0.14984566793419718
4.4	0.265167197342321	0.46566492693266404	0.2720414532084837
4.6	0.3370659491691029	0.4613350501518711	0.3502021310586828
4.8	0.39443860330434793	0.45684774402363093	0.4120829732036781
5.0	0.47655827051754185	0.45341863635859925	0.5001084866308724
5.2	0.5629326174864265	0.4508744803775319	0.5858568359326262
5.4	0.7287984323976228	0.44435437991709703	0.7138086657575047
5.6	0.8405631469778813	0.44038348185534354	0.7970839155237502
5.8	0.9221954550638432	0.4373350887533146	0.8558064607608561
6.0	0.9771687646535673	0.43528227745518144	0.8948349929125097
6.2	0.9953979849877709	0.43462963267799914	0.9077430250285052
6.4	0.9991769400895855	0.434490169714851	0.9104175425119975
6.6	0.9998564238340525	0.43446510889901685	0.9108983963652048
6.8	0.9999750658567857	0.43446073336687313	0.9109823550545034
7.0	0.9999956731733973	0.4344599743277822	0.91099693807051
7.2	0.9999992492661738	0.43445984086292927	0.9109994687344586
7.4	0.9999998697456252	0.4344598212689685	0.9109999078239743
7.6	0.9999999774006003	0.4344598154071747	0.9109999840072716
7.8	0.9999999960789611	0.434459814013802	0.9109999972252308
8.0	0.9999999993196921	0.4344598132934495	0.910999999518572
8.2	0.9999999998819646	0.4344598139548428	0.910999999916471
8.4	0.9999999999795206	0.4344598141073	0.9109999999855074
8.6	0.9999999999964461	0.43445981601940614	0.9109999999974853
8.8	0.9999999999993837	0.43445981470067596	0.9109999999995638
9.0	0.9999999999998936	0.43445981433074304	0.9109999999999248
9.2	0.9999999999999812	0.43445981672876743	0.9109999999999867
9.4	0.9999999999999972	0.43445981682203333	0.9109999999999981
9.6	0.9999999999999998	0.4344598158513515	0.910999999999999
9.8	1.0	0.4344598146206374	0.9109999999999998
10.0	0.9999999999999998	0.434459812974331	0.9109999999999998
10.2	1.0	0.43445981601698935	0.9110000000000003
10.4	0.9999999999999999	0.43445981602953815	0.9109999999999999
10.6	0.9999999999999996	0.43445981484887275	0.9109999999999995
10.8	0.9999999999999999	0.4344598159850236	0.9109999999999996
11.0	0.9999999999999994	0.4344598134399112	0.9109999999999998
11.2	0.9999999999999999	0.43445981464795896	0.9109999999999996
11.4	1.0000000000000002	0.43445981643231657	0.9110000000000003
11.6	0.9999999999999999	0.4344598152975199	0.9109999999999998
11.8	0.9999999999999999	0.43445981468621886	0.9109999999999997
12.0	0.9999999999999998	0.43445981728857896	0.9109999999999996
12.5	1.0000000000000002	0.43445981672526124	0.9109999999999998
13.0	1.0000000000000002	0.4344598134392033	0.9109999999999994
13.5	1.0	0.43445981397836664	0.9109999999999999
14.0	1.0000000000000002	0.43445981395088357	0.9109999999999997
14.5	0.9999999999999998	0.43445981438423487	0.9109999999999998
15.0	0.9999999999999999	0.4344598149080155	0.9109999999999998
15.5	1.0	0.4344598147611645	0.9109999999999997
16.0	0.9999999999999996	0.43445981512267245	0.911
17.0	1.0	0.43445981424764507	0.9109999999999996
18.0	1.0	0.43445981509935466	0.9109999999999996
19.0	0.9999999999999999	0.4344598137981587	0.9109999999999998
20.0	1.0000000000000002	0.43445981591389987	0.9109999999999999
21.0	1.0000000000000009	0.43445981502455316	0.911
22.0	1.0000000000000002	0.4344598139245588	0.911
23.0	0.9999999999999999	0.4344598144834413	0.911
24.0	1.0	0.4344598143716189	0.9109999999999999
25.0	0.9999999999999997	0.43445981426278046	0.9109999999999998
26.0	1.0	0.4344598127965482	0.9109999999999997
27.0	1.0	0.43445981175617104	0.9109999999999997
28.0	0.9999999999999999	0.43445981295494057	0.9110000000000003
29.0	1.0000000000000007	0.4344598138413097	0.9109999999999999
30.0	1.0	0.43445981327387667	0.911
